speaker,utterance_id,l1,speaker_type,bridge_split,text,whisper_pred,reference_norm,prediction_norm,wer,mer,per
CLB,arctic_b0388,English,native,train,I made no more overtures, I may no more overtures.,i made no more overtures,i may no more overtures,0.2,0.2,0.0625
RMS,arctic_b0388,English,native,train,I made no more overtures, I made no more overtures.,i made no more overtures,i made no more overtures,0.0,0.0,0.0
SLT,arctic_b0388,English,native,train,I made no more overtures, I made no more overtures.,i made no more overtures,i made no more overtures,0.0,0.0,0.0
HKK,arctic_a0516,Korean,l2,train,Also there was awe in their faces," Also, there was an awe in their faces.",also there was awe in their faces,also there was an awe in their faces,0.14285714285714285,0.125,0.09523809523809523
SLT,arctic_a0516,English,native,train,Also there was awe in their faces," Also, there was awe in their faces.",also there was awe in their faces,also there was awe in their faces,0.0,0.0,0.0
RMS,arctic_a0516,English,native,train,Also there was awe in their faces," Also, there was awe in their faces.",also there was awe in their faces,also there was awe in their faces,0.0,0.0,0.0
CLB,arctic_a0516,English,native,train,Also there was awe in their faces," Also, there was awe in their faces.",also there was awe in their faces,also there was awe in their faces,0.0,0.0,0.0
YDCK,arctic_a0207,Korean,l2,train,How much was it, How much was it?,how much was it,how much was it,0.0,0.0,0.0
SKA,arctic_b0275,Arabic,l2,train,But I did not enjoy it long, but I did not enjoy it long.,but i did not enjoy it long,but i did not enjoy it long,0.0,0.0,0.0
CLB,arctic_b0275,English,native,train,But I did not enjoy it long, but I did not enjoy it long.,but i did not enjoy it long,but i did not enjoy it long,0.0,0.0,0.0
SLT,arctic_b0275,English,native,train,But I did not enjoy it long, but I did not enjoy it long.,but i did not enjoy it long,but i did not enjoy it long,0.0,0.0,0.0
RMS,arctic_b0275,English,native,train,But I did not enjoy it long, but I did not enjoy it long.,but i did not enjoy it long,but i did not enjoy it long,0.0,0.0,0.0
THV,arctic_b0249,Vietnamese,l2,train,I know they are my oysters, I know they are my oysters.,i know they are my oysters,i know they are my oysters,0.0,0.0,0.0
ABA,arctic_a0148,Arabic,l2,train,Now these things had been struck dead within him, Now these things had been struck dead within him.,now these things had been struck dead within him,now these things had been struck dead within him,0.0,0.0,0.0
YBAA,arctic_a0528,Arabic,l2,train,Men who endure it call it living death, men who endure it call it living death.,men who endure it call it living death,men who endure it call it living death,0.0,0.0,0.0
TXHC,arctic_a0443,Chinese,l2,train,He was worth nothing to the world, He was worth nothing to the world.,he was worth nothing to the world,he was worth nothing to the world,0.0,0.0,0.0
TNI,arctic_a0369,Hindi,l2,train,In partnership with Daylight the pair raided the San Jose Interurban," In partnership with Daylight, the pair did the same jobs in Trout Band.",in partnership with daylight the pair raided the san jose interurban,in partnership with daylight the pair did the same jobs in trout band,0.5454545454545454,0.46153846153846156,0.2826086956521739
SLT,arctic_a0369,English,native,train,In partnership with Daylight the pair raided the San Jose Interurban," In partnership with Daylight, the pair rated the San Jose into urban.",in partnership with daylight the pair raided the san jose interurban,in partnership with daylight the pair rated the san jose into urban,0.2727272727272727,0.25,0.06521739130434782
RMS,arctic_a0369,English,native,train,In partnership with Daylight the pair raided the San Jose Interurban," In partnership with Daylight, the pair raided the San Jose Interurban.",in partnership with daylight the pair raided the san jose interurban,in partnership with daylight the pair raided the san jose interurban,0.0,0.0,0.0
CLB,arctic_a0369,English,native,train,In partnership with Daylight the pair raided the San Jose Interurban," In partnership with Daylight, the pair raided the San Jose into urban.",in partnership with daylight the pair raided the san jose interurban,in partnership with daylight the pair raided the san jose into urban,0.18181818181818182,0.16666666666666666,0.021739130434782608
TNI,arctic_a0433,Hindi,l2,train,To her the bridge was tambo which is the native for taboo, To her the bridge was Tambo which was the native for Tabo.,to her the bridge was tambo which is the native for taboo,to her the bridge was tambo which was the native for tabo,0.16666666666666666,0.16666666666666666,0.10810810810810811
THV,arctic_a0260,Vietnamese,l2,train,Nobody knew his history they of the Junta least of all," Nobody knew his history, they all the run-tell list of all.",nobody knew his history they of the junta least of all,nobody knew his history they all the runtell list of all,0.2727272727272727,0.2727272727272727,0.16666666666666666
YBAA,arctic_b0393,Arabic,l2,train,I was still weak from my prolonged immersion, I was still weak from my prolonged immersion.,i was still weak from my prolonged immersion,i was still weak from my prolonged immersion,0.0,0.0,0.0
YDCK,arctic_a0259,Korean,l2,train,Think of investing in such an adventure, Think of investing in such an adventure.,think of investing in such an adventure,think of investing in such an adventure,0.0,0.0,0.0
NCC,arctic_a0047,Chinese,l2,train,Close beside him gleamed the white fangs of the wolf dog, close beside him claimed the white fangs of the oof dog.,close beside him gleamed the white fangs of the wolf dog,close beside him claimed the white fangs of the oof dog,0.18181818181818182,0.18181818181818182,0.13513513513513514
NJS,arctic_b0168,Spanish,l2,train,The Indian felt the worship of her warm in his heart," The Indian felt the work of her, warm in his heart.",the indian felt the worship of her warm in his heart,the indian felt the work of her warm in his heart,0.09090909090909091,0.09090909090909091,0.08333333333333333
SLT,arctic_b0168,English,native,train,The Indian felt the worship of her warm in his heart, The Indian felt the worship of her warm in his heart.,the indian felt the worship of her warm in his heart,the indian felt the worship of her warm in his heart,0.0,0.0,0.0
RMS,arctic_b0168,English,native,train,The Indian felt the worship of her warm in his heart, The Indian felt the worship of her warm in his heart.,the indian felt the worship of her warm in his heart,the indian felt the worship of her warm in his heart,0.0,0.0,0.0
CLB,arctic_b0168,English,native,train,The Indian felt the worship of her warm in his heart, The Indian felt the worship of her warm in his heart.,the indian felt the worship of her warm in his heart,the indian felt the worship of her warm in his heart,0.0,0.0,0.0
MBMPS,arctic_a0281,Spanish,l2,train,I do not blame you for anything remember that, I do not blame you for anything. Remember that.,i do not blame you for anything remember that,i do not blame you for anything remember that,0.0,0.0,0.0
SKA,arctic_b0009,Arabic,l2,train,I'd say there was going to be a glorious scrap, I'd say there was going to be a great scrap.,id say there was going to be a glorious scrap,id say there was going to be a great scrap,0.1,0.1,0.16129032258064516
RMS,arctic_b0009,English,native,train,I'd say there was going to be a glorious scrap, I'd say there was going to be a glorious scrap.,id say there was going to be a glorious scrap,id say there was going to be a glorious scrap,0.0,0.0,0.0
SLT,arctic_b0009,English,native,train,I'd say there was going to be a glorious scrap, I'd say there was going to be a glorious scrap.,id say there was going to be a glorious scrap,id say there was going to be a glorious scrap,0.0,0.0,0.0
CLB,arctic_b0009,English,native,train,I'd say there was going to be a glorious scrap, I'd say there was going to be a glorious scrap.,id say there was going to be a glorious scrap,id say there was going to be a glorious scrap,0.0,0.0,0.0
YKWK,arctic_b0454,Korean,l2,train,Eighteen he added, 18 he added.,eighteen he added,18 he added,0.3333333333333333,0.3333333333333333,0.0
RMS,arctic_b0454,English,native,train,Eighteen he added, 18 he added.,eighteen he added,18 he added,0.3333333333333333,0.3333333333333333,0.0
CLB,arctic_b0454,English,native,train,Eighteen he added, 18 he added.,eighteen he added,18 he added,0.3333333333333333,0.3333333333333333,0.0
SLT,arctic_b0454,English,native,train,Eighteen he added, 18 he added.,eighteen he added,18 he added,0.3333333333333333,0.3333333333333333,0.0
TNI,arctic_b0533,Hindi,l2,train,His abnormal power of vision made abstractions take on concrete form, His abnormal power of vision made abstraction take on country's form.,his abnormal power of vision made abstractions take on concrete form,his abnormal power of vision made abstraction take on countrys form,0.18181818181818182,0.18181818181818182,0.058823529411764705
SLT,arctic_b0533,English,native,train,His abnormal power of vision made abstractions take on concrete form, His abnormal power of vision made abstractions take on concrete form.,his abnormal power of vision made abstractions take on concrete form,his abnormal power of vision made abstractions take on concrete form,0.0,0.0,0.0
RMS,arctic_b0533,English,native,train,His abnormal power of vision made abstractions take on concrete form, His abnormal power of vision made abstractions take on concrete form.,his abnormal power of vision made abstractions take on concrete form,his abnormal power of vision made abstractions take on concrete form,0.0,0.0,0.0
CLB,arctic_b0533,English,native,train,His abnormal power of vision made abstractions take on concrete form, His abnormal power of vision made abstractions take on concrete form.,his abnormal power of vision made abstractions take on concrete form,his abnormal power of vision made abstractions take on concrete form,0.0,0.0,0.0
ASI,arctic_b0160,Hindi,l2,train,It was over when he made his way through the ring of spectators, It was over when he made his way through the ring of spectators.,it was over when he made his way through the ring of spectators,it was over when he made his way through the ring of spectators,0.0,0.0,0.0
